code,sub_c,sn,n,dep,program,Regulation,Semester,istheory,ispractical,L,T,P,IM,EM,Cr
1821302,BSC,NMP&S,"Numerical Methods,Probability and Statistics",6,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1803303,PCC,BME,Basic Mechanical Engineering,3,UG,R-18,III SEM,1,0,2,1,0,30,70,3
1801304,PCC,EM,Engineering Mechanics,1,UG,R-18,III SEM,1,0,3,1,0,30,70,4
1801305,PCC,S&G,Surveying and Geomatics,1,UG,R-18,III SEM,1,0,2,1,0,30,70,3
1801306,PCC,BM&C,Building Materials and Construction,1,UG,R-18,III SEM,1,0,2,1,0,30,70,3
1801403,PCC,EG,Engineering Geology,1,UG,R-18,IV SEM,1,0,2,0,0,30,70,2
1801404,PCC,FM,Fluid Mechanics,1,UG,R-18,IV SEM,1,0,3,1,0,30,70,4
1824402,HSMC,ETC,Effective Technical Communication,6,UG,R-18,IV SEM,1,0,2,1,0,30,70,3
1801405,PCC,SM-1,Solid Mechanics-1,1,UG,R-18,IV SEM,1,0,3,1,0,30,70,4
1801406,PCC,DP&PM,Disaster Preparedness & Planning Management,1,UG,R-18,IV SEM,1,0,2,0,0,30,70,2
1801501,PCC,SM-2,Solid Mechanics-2,1,UG,R-18,V SEM,1,0,2,1,0,30,70,3
1801502,PCC,HM,Hydraulic Machinery,1,UG,R-18,V SEM,1,0,2,0,0,30,70,2
1801503,PCC,SA-1,Structural Analysis-1,1,UG,R-18,V SEM,1,0,2,1,0,30,70,3
1801504,PCC,GE,Geotechincal Engineering,1,UG,R-18,V SEM,1,0,2,1,0,30,70,3
1801505,PCC,EE,Environmental Engineering,6,UG,R-18,V SEM,1,0,2,0,0,30,70,2
1801506,PCC,TE,Transportation Engineering,1,UG,R-18,V SEM,1,0,2,0,0,30,70,2
1801507,PEC1,ASAMM,Advanced Structural Analysis by Matrix Methods,1,UG,R-18,V SEM,1,0,2,0,0,30,70,2
1801508,PEC1,PC,Pre-Stressed Concrete,1,UG,R-18,V SEM,1,0,2,0,0,30,70,2
1801509,PEC1,GIT,Ground Improvement Techniques,1,UG,R-18,V SEM,1,0,2,0,0,30,70,2
1801510,PEC1,RS&G,Remote Sensing and GIS,1,UG,R-18,V SEM,1,0,2,0,0,30,70,2
1801513,PEC1,SH,Surface Hydrology,1,UG,R-18,V SEM,1,0,2,0,0,30,70,2
1801514,PCC,GE Lab,Geotechincal Engineering Lab,1,UG,R-18,V SEM,0,1,0,0,2,50,50,1
1801515,PCC,TE Lab,Transportation Engineering Lab,1,UG,R-18,V SEM,0,1,0,0,2,50,50,1
1801516,PCC,EE Lab,Environmental Engineering Lab,1,UG,R-18,V SEM,0,1,0,0,2,50,50,1
1804302,PCC,BEE,Basic of Electronics Engineering,4,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1825307,HSS,MEFA,Managerial Economics and Financial Analysis,6,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1805303,PJ,DS,Data Structures,5,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1805304,PJ,DM,Discrete Mathematics,5,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1805305,PJ,DLD,Digital Logic Design ,5,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1805306,PJ,PP,Python Programming,5,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1805403,PJ,CO,Computer Organization,5,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1805404,PJ,OS,Operating Systems,5,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1805405,PJ,DAA,Design and Analysis of Algorithms,5,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1805406,PJ,JP,Java Programming,5,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1805407,PJ,FLAT,Formal Languages and Automata Theory,5,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1805501,PJ,WT,Web Technologies,5,UG,R-18,V SEM,1,0,2,0,0,30,70,2
1805502,PJ,DBMS,Data Base Management Systems,5,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1805503,PJ,CN,Computer Networks,5,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1805504,PJ,SE,Software Engineering,5,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1805505,PJ,HCI,Human Computer Interaction,5,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1805506,PJ,MS,Multimedia Systems,5,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1805507,PJ,DS,Distributed Systems,5,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1805508,PJ,CD,Complier Design,5,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1825509,PJ,CI,Constitution of India,6,UG,R-18,V SEM,1,0,2,0,0,0,0,0
1805510,PJ,DB Lab,DataBase Lab,5,UG,R-18,V SEM,0,1,0,0,2,50,50,1
1805511,UG,WT Lab,Web  Technologies Lab,5,UG,R-18,V SEM,0,1,0,0,2,50,50,1
1824512,HSMC,AECS Lab,Advanced English Communication Skills Lab,6,UG,R-18,V SEM,0,1,0,0,2,50,50,1
1805513,PJ,SRP,Social Relevant Project,6,UG,R-18,V SEM,0,0,0,0,4,100,0,2
1814302,PCC,EDC,Electronic Devices & Circuits,2,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1802303,PCC,ECA,Electrical Circuit Analysis,2,UG,R-18,III SEM,1,0,3,1,0,30,70,4
1802304,PCC,EF,Electromagnetic Fields,2,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1802305,PCC,EM-I,Electrical Machines-I,2,UG,R-18,III SEM,1,0,3,1,0,30,70,4
1802306,PCC,PS-I,Power System-I,2,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1821401,BSC,M-III,Mathematics-III,2,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1814402,PCC,DSD,Digital  System Design,2,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1802403,PCC,EM,Electrical Measurements,2,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1802405,PCC,EM-II,Electrical Machines-II,2,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1802406,PCC,PS-II,Power System-II,2,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1802408,PCC,EM Lab,Electrical Machines-I Lab,2,UG,R-18,IV SEM,0,1,0,0,2,50,50,1
1802407,PCC,EM Lab,Electrical Measurements Lab,2,UG,R-18,IV SEM,0,1,0,0,2,50,50,1
1805409,ESC,PP Lab,Python Programming Lab,5,UG,R-18,IV SEM,0,1,0,0,4,50,50,2
18994M1,HSMC,ES,Environmental Science,6,UG,R-18,IV SEM,1,0,2,0,0,30,70,0
1814501,PCC,MP,Microprocessor,4,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1814502,PCC,LICA,Linear Digital IC Applications,4,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1802503,PCC,PE,Power Electronics,2,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1802504,PCC,PSO&C,Power System Operation & Control,2,UG,R-18,V SEM,1,0,3,1,0,30,70,4
1802505,PEC,EA&DSM,Energy Auditing & Demand Side Management,2,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1802506,PEC,EMD,Electrical Machine Design ,2,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1802507,PEC,ACS, Advanced Control Systems ,2,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1802508,PEC,INST, Instrumentation                             ,2,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1802509,PEC,ECS, Energy Conversion Systems,2,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1802510,PCC,EM-II Lab,Electrical Machines -II Lab,2,UG,R-18,V SEM,0,1,0,0,3,50,50,1.5
1802511,PCC,CS&S Lab,Control Systems & Simulation Lab,2,UG,R-18,V SEM,0,1,0,0,3,50,50,1.5
1802513,PJ,MP,Mini Project,2,UG,R-18,V SEM,0,1,0,0,0,100,0,2
1801303,PC,EM,Engineering Mechanics,3,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1803304,PC,MP,Manufacturing Process,3,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1803305,PC,SM,Strength of Materials,3,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1803306,PC,MS&E,Material Science & Engineering,3,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1803307,PC,TD,Thermodynamics,3,UG,R-18,III SEM,1,0,3,0,0,30,70,3
1803401,PC,ATD,Applied Thermodynamics,3,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1803402,PC,FM,Fluid Mechanics,3,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1803403,PC,KM,Kinematics of Machinery,3,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1814404,PC,BEE,Basics of Electronic Engineering ,4,UG,R-18,IV SEM,1,0,3,1,0,30,70,3
1883405,PC,I&CS,Instrumention And Control Systems,3,UG,R-18,IV SEM,1,0,3,0,0,30,70,3
1803406,PC,CAMD,Computer Aided Machine Drawing,3,UG,R-18,IV SEM,0,1,1,2,0,50,50,2
1803407,PC,BE & FM Lab,Basic Electronics And Fluid Mechanics Lab,3,UG,R-18,IV SEM,0,1,0,0,3,50,50,2
1803408,PJ,Seminar,Seminar,3,UG,R-18,IV SEM,0,1,0,0,1,100,0,1
1824409,HSS,AECS Lab,Advanced English Communication Skills Lab,6,UG,R-18,IV SEM,0,1,0,0,3,50,50,2
1803501,PCC,HT,Heat Treansfer,3,UG,R-18,V SEM,1,0,3,1,0,30,70,3
1803502,PC,DME-1,Design of Machine Elements-1,3,UG,R-18,V SEM,1,0,3,1,0,30,70,3
1803503,PC,Metrology,Metrology,3,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1803504,PCC,DM,Dynamics of Machinery,3,UG,R-18,V SEM,1,0,3,1,0,30,70,3
1825505,HSMC,ME,Managerial Economics ,3,UG,R-18,V SEM,1,0,3,1,0,30,70,3
1803506,PE,AE,Automobile Engineering,3,UG,R-18,V SEM,1,0,3,1,0,30,70,3
1803506,PE,MMPE,Manufacturing Methods in Precision Engineering,3,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1803506,PE,MBM,Mechanical Behavior of Metals ,3,UG,R-18,V SEM,1,0,3,1,0,30,70,3
1803506,PE,RET,Renewable Energy Technologies,3,UG,R-18,V SEM,1,0,3,1,0,30,70,3
1803506,PE,SCM,Supply Chain Management ,3,UG,R-18,V SEM,1,0,3,0,0,30,70,3
1803507,PCC,TE Lab,Thermal Engineering Lab,3,UG,R-18,V SEM,0,1,3,0,0,50,50,1.5
1803508,PCC,CAD Lab,CAD Lab,3,UG,R-18,V SEM,0,1,3,0,0,50,50,1.5
1825505,HSMC,ME&FA,Managerial Economics and Financial Analysis,6,UG,R-18,V SEM,1,0,3,1,0,30,70,3
2021101,BSC,LA&C,Linear Algebra and Calculus,6,UG,R-20,I SEM,1,0,3,0,0,30,70,3
20EP102,BSC,EPHY,Engineering Physics,6,UG,R-20,I SEM,1,0,3,0,0,30,70,3
2024103,HSMC,CENG,Communicative English,6,UG,R-20,I SEM,1,0,3,0,0,30,70,3
2014104,ESC,BEEE,Basic Electrical & Electronics Engineering,2,UG,R-20,I SEM,1,0,3,0,0,30,70,3
2003105,ESC,ED,Engineering Drawing,3,UG,R-20,I SEM,1,0,1,0,2,30,70,2
2003106,ESC,ED LAB,Engineering Drawing Lab,3,UG,R-20,I SEM,0,1,0,0,2,40,60,1
20EP107,BSC,EPHY LAB,Engineering Physics Lab,6,UG,R-20,I SEM,0,1,0,0,3,40,60,1.5
2024108,HSMC,CENG LAB,Communicative English Lab,6,UG,R-20,I SEM,0,1,0,0,3,40,60,1.5
2014109,ESC,BEEE LAB,Basic Electrical & Electronics Engineering Lab,2,UG,R-20,I SEM,0,1,0,0,3,40,60,1.5
2021201,BSC,DE&VC,Differential Equations and Vector Calculus,6,UG,R-20,II SEM,1,0,3,0,0,30,70,3
20EC202,BSC,ECHE,Engineering Chemistry,6,UG,R-20,II SEM,1,0,3,0,0,30,70,3
2005203,ESC,CP&DS,C-Programming & Data Structures,5,UG,R-20,II SEM,1,0,3,0,0,30,70,3
2001204,ESC,SM,Strength of Materials,1,UG,R-20,II SEM,1,0,3,0,0,30,70,3
20EW205,LC,EW,Engineering Workshop,3,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
2005206,LC,ITW ,IT Workshop,5,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
20EC207,BSC,ECHE LAB,Engineering Chemistry Lab,6,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
2005208,ESC,CP&DS LAB,C-Programming & Data Structures Lab,5,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
2001209,ESC,SM LAB,Strength of Materials Lab,1,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
20MC210,MC,ENVS,Environmental Science,6,UG,R-20,II SEM,0,1,3,0,0,30,0,0
2023102,BS,CHE,Chemistry,6,UG,R-20,I SEM,1,0,3,0,0,30,70,3
2005103,ES,CP&DS,C-Programming & Data Structures,5,UG,R-20,I SEM,1,0,3,0,0,30,70,3
20EW105,ES,EW,Engineering Workshop,3,UG,R-20,I SEM,0,1,0,0,3,40,60,1.5
2005106,ES,ITW ,IT Workshop,5,UG,R-20,I SEM,0,1,0,0,3,40,60,1.5
2023107,BS,CHE LAB,Chemistry Lab,6,UG,R-20,I SEM,0,1,0,0,3,40,60,1.5
2005108,ES,CP&DS LAB,C-Programming & Data Structures Lab,5,UG,R-20,I SEM,0,1,0,0,3,40,60,1.5
20AP202,BS,APh,Applied Physics,6,UG,R-20,II SEM,1,0,3,0,0,30,70,3
2024203,HS,CENG,Communicative English,6,UG,R-20,II SEM,1,0,3,0,0,30,70,3
2005204,ES,PY,Python Programming,5,UG,R-20,II SEM,1,0,3,0,0,30,70,3
2003205,ES,ED,Engineering Drawing,3,UG,R-20,II SEM,1,0,1,0,2,30,70,3
2003206,ES,ED LAB,Engineering Drawing Lab,3,UG,R-20,II SEM,0,1,0,0,2,40,60,1
20AP207,BS,APh LAB,Applied Physics Lab,6,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
2024208,HS,CENG LAB,Communicative English Lab,6,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
2005209,ES,PY LAB,Python Programming Lab,5,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
20MC211,MC,UHV,Universal Human Values,6,UG,R-20,II SEM,0,1,3,0,0,30,0,0
20AP102,BSC,APh ,Applied Physics,6,UG,R-20,I SEM,1,0,3,0,0,30,70,3
2002104,ESC,FEE,Fundamentals of Electrical Engineering,2,UG,R-20,I SEM,1,0,3,0,0,30,70,3
20AP107,BSC,APh LAB,Applied Physics Lab,6,UG,R-20,I SEM,0,1,0,0,3,40,60,1.5
2002109,ESC,FEE LAB,Fundamentals of Electrical Engineering Lab,2,UG,R-20,I SEM,0,1,0,0,3,40,60,1.5
2023202,BSC,CHE,Chemistry,6,UG,R-20,II SEM,1,0,3,0,0,30,70,3
2004204,ESC,EDC,Electronic Devices & Circuits,4,UG,R-20,II SEM,1,0,3,0,0,30,70,3
2023207,BSC,CHE LAB,Chemistry Lab,6,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
2004209,ESC,EDC LAB,Electronic Devices & Circuits Lab,4,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
20MC210,MC,ES,Environmental Science,6,UG,R-20,II SEM,1,0,3,0,0,30,0,0
2002203,ESC,ECA-I,Electrical Circuits Analysis-I,4,UG,R-20,II SEM,1,0,3,0,0,30,70,3
2002208,ESC,ECA LAB,Electrical Circuits Analysis-I Lab,4,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
20EC102,BSC,ECHE,Engineering Chemistry,6,UG,R-20,I SEM,1,0,3,0,0,30,70,3
20EC107,BSC,ECHE LAB,Engineering Chemistry Lab,6,UG,R-20,I SEM,0,1,0,0,3,40,60,1.5
20EP202,BSC,EPHY,EngineeringPhysics,6,UG,R-20,II SEM,1,0,3,0,0,30,70,3
2003204,ESC,MS,Material Science,3,UG,R-20,II SEM,1,0,3,0,0,30,70,3
20EP207,BSC,EPHY LAB,EngineeringPhysics Lab,6,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
2003209,ESC,MS LAB,Material Science Lab,3,UG,R-20,II SEM,0,1,0,0,3,40,60,1.5
1521101,BS,M1,Mathematics-1,6,UG,R-15,I SEM ,1,0,3,1,0,30,70,3
1521102,BS,M2,Mathematics-2,6,UG,R-15,I SEM ,1,0,3,1,0,30,70,3
1521103,ED,EG,Engineering Graphics,5,UG,R-15,I SEM ,0,1,0,0,3,50,50,2
1521104,HS,ENG1,English-1,6,UG,R-15,I SEM ,1,0,3,1,0,30,70,3
1521105,ED,C,Programming in C,5,UG,R-15,I SEM ,1,0,3,1,0,30,70,3
1521106,HS,ES,Environmental Studies,6,UG,R-15,I SEM ,1,0,3,1,0,30,70,3
1521107,ED,C Lab,Programming in C Lab,5,UG,R-15,I SEM ,0,1,0,0,3,50,50,2
1521108,ED,EW ,Engineering Workshop,5,UG,R-15,I SEM ,0,1,0,0,3,50,50,2
1522201,BS,PHY,Engineering Physics,6,UG,R-15,II SEM,1,0,3,1,0,30,70,3
1522202,BS,M3,Mathematics-3,6,UG,R-15,II SEM,1,0,3,1,0,30,70,3
1522203,BS,CHE,Engineering Chemistry,6,UG,R-15,II SEM,1,0,3,1,0,30,70,3
1522204,HS,ENG2,English-2,6,UG,R-15,II SEM,1,0,3,1,0,30,70,3
1522205,PJ,EC,Engineering Circuits,4,UG,R-15,II SEM,1,0,3,1,0,30,70,3
1522206,HS,HVPE,Human Values and Professional Ethics,6,UG,R-15,II SEM,1,0,3,1,0,30,70,3
1522207,HS,ELCS,English Language and communication Skills Lab,6,UG,R-15,II SEM,0,1,0,0,3,50,50,2
1522208,BS,PHY&CHE LAB,Physics and Chemistry Lab,6,UG,R-15,II SEM,0,1,0,0,3,50,50,2
1521301,BS,M-4,Mathematics-4,6,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1521302,PN,EMF,Electromagnetic fields,4,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1521303,PJ,EDC,Electronic Devices and Circuits,4,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1521304,PJ,SS,Signals and Systems,4,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1521305,PN,NT,Network Theory,4,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1521306,PJ,EM,Electronical Machines,4,UG,R-15,III SEM,1,0,3,1,0,30,70,3
1521307,PN,EE Lab,Electrical  Engineering Lab,4,UG,R-15,III SEM,0,1,0,0,3,50,50,2
1521308,PJ,EDC Lab,Electronic Devices and Circuits Lab,4,UG,R-15,III SEM,0,1,0,0,3,50,50,2
1504401,PJ,AC,Analog Communications,4,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1504402,PJ,STLD,Switching Circuit  and Logic Design,4,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1504403,PJ,ECA,Electronic Circuit Analysis,4,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1504404,PJ,PDC,Pulse and Digital Circuits,4,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1504405,PJ,EWTL,Electromagnetic waves and Tranmission Lines ,4,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1504406,PJ,PTSP,Probability Theory and Stochastic Processes,4,UG,R-15,IV SEM,1,0,3,1,0,30,70,3
1504407,PJ,ECA Lab,Electronic Circuit Analysis Lab,4,UG,R-15,IV SEM,0,1,0,0,3,50,50,2
1504408,PJ,PDC Lab,Pulse and Digital Circuits Lab,4,UG,R-15,IV SEM,0,1,0,0,3,50,50,2
1504501,PJ,MI,Microprocessors & Interfacing,4,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1504502,PJ,LICA,Linear IC Applications,4,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1504503,PJ,DC,Digital Communication,4,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1504504,PJ,AWP,Antenna and Wave Propagation ,4,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1504505,PN,CO,Computer  Organisation ,5,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1504506,PJ,DICA,Digital IC Application,4,UG,R-15,V SEM,1,0,3,1,0,30,70,3
1504507,PJ,ICA Lab,IC Applicaation Lab,4,UG,R-15,V SEM,0,1,0,0,3,50,50,2
1504508,PJ,CE Lab,Communication Engineering Lab,6,UG,R-15,V SEM,0,1,0,0,3,50,50,2
1504601,PJ,DSP,Digital Signal Processing,4,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1504602,HS,MEFA,Managerial Economics & Financial Analysis,4,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1504603,PJ,ME,Microwave Engineering,4,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1504604,PN,CS,Control Systems,4,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1504605,PJ,MA,Microcontrollers and Applications,4,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1515606,PN,DS,Data structures,4,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1515607,PN,CN,Computer Networks,4,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1515608,PN,DBMS,Database Management Systems,4,UG,R-15,VI SEM,1,0,3,1,0,30,70,3
1515609,PJ,MPMC Lab,Microprocessor & Microcontrollers Lab,4,UG,R-15,VI SEM,0,1,0,0,3,50,50,2
1515610,PJ,DSP Lab,Digital Signal Processing Lab,4,UG,R-15,VI SEM,0,1,0,0,3,50,50,2
1525701,HS,MS,Management Science,4,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1504702,PJ,VLSI ,VLSI Design,4,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1504703,PJ,EMI,Electronic Measurements and Instrumentation,4,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1504704,PJ,OC,Optical Communications,4,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1504706,PJ,ERTOS,Embedded Real Time Operating Systems,4,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1504707,PJ,NNFL,Neural networks and Fuzzy Logic,4,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1504708,PJ,DC,Data Communications,4,UG,R-15,VII SEM,1,0,3,1,0,30,70,3
1504709,PJ,MOC Lab,Microwave & Optical Communications Lab,4,UG,R-15,VII SEM,0,1,0,0,3,50,50,2
1504710,PJ,VLSI Lab,VLSI Lab,4,UG,R-15,VII SEM,0,1,0,0,3,50,50,2
1504801,PJ,CMC,Cellular &Mobile Communications,4,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1504803,PJ,RS,RADAR Systems,4,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1504804,PJ,SP,Speech Processing,4,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1504805,PJ,OOPS Through Java,OOPS through Java Programming ,4,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1504802,PJ,SP,Satellite Communication,4,UG,R-15,VIII SEM,1,0,3,1,0,30,70,3
1504806,PJ,DAS,Data Acquisition Systems,4,UG,R-15,VIII SEM,0,1,0,0,3,50,50,2
1404807,PJ,SSC,Spread Spectrum Communications,4,UG,R-15,VIII SEM,0,1,0,0,3,50,50,2
1504808,PJ,BI,Biomedical Instrumentation,4,UG,R-15,VIII SEM,0,1,0,0,3,50,50,2
1504809,PJ,Seminar,Seminar,4,UG,R-15,VIII SEM,0,1,0,0,3,50,50,2
1504810,PJ,project,Project,4,UG,R-15,VIII SEM,0,1,0,0,3,50,50,2
